sample_id,freq,Vr,vp1,vp2,vs1,vs2,den1,den2,h1
1,25,235.4559624,301.0742406,629.8561631,177.1024945,370.5036254,1893.597738,2150.438798,5.545121977
1,26,232.7112261,301.0742406,629.8561631,177.1024945,370.5036254,1893.597738,2150.438798,5.545121977
1,27,230.0735894,301.0742406,629.8561631,177.1024945,370.5036254,1893.597738,2150.438798,5.545121977
1,28,227.5388091,301.0742406,629.8561631,177.1024945,370.5036254,1893.597738,2150.438798,5.545121977
1,29,225.1029107,301.0742406,629.8561631,177.1024945,370.5036254,1893.597738,2150.438798,5.545121977
1,30,222.7619732,301.0742406,629.8561631,177.1024945,370.5036254,1893.597738,2150.438798,5.545121977
1,31,220.5122905,301.0742406,629.8561631,177.1024945,370.5036254,1893.597738,2150.438798,5.545121977
1,32,218.350103,301.0742406,629.8561631,177.1024945,370.5036254,1893.597738,2150.438798,5.545121977
1,33,216.2720269,301.0742406,629.8561631,177.1024945,370.5036254,1893.597738,2150.438798,5.545121977
1,34,214.274732,301.0742406,629.8561631,177.1024945,370.5036254,1893.597738,2150.438798,5.545121977
1,35,212.3549956,301.0742406,629.8561631,177.1024945,370.5036254,1893.597738,2150.438798,5.545121977
1,36,210.5097027,301.0742406,629.8561631,177.1024945,370.5036254,1893.597738,2150.438798,5.545121977
1,37,208.7360601,301.0742406,629.8561631,177.1024945,370.5036254,1893.597738,2150.438798,5.545121977
1,38,207.0311138,301.0742406,629.8561631,177.1024945,370.5036254,1893.597738,2150.438798,5.545121977
1,39,205.3922857,301.0742406,629.8561631,177.1024945,370.5036254,1893.597738,2150.438798,5.545121977
1,40,203.8169976,301.0742406,629.8561631,177.1024945,370.5036254,1893.597738,2150.438798,5.545121977
1,41,202.3026714,301.0742406,629.8561631,177.1024945,370.5036254,1893.597738,2150.438798,5.545121977
1,42,200.8470513,301.0742406,629.8561631,177.1024945,370.5036254,1893.597738,2150.438798,5.545121977
1,43,199.4477739,301.0742406,629.8561631,177.1024945,370.5036254,1893.597738,2150.438798,5.545121977
1,44,198.1026909,301.0742406,629.8561631,177.1024945,370.5036254,1893.597738,2150.438798,5.545121977
1,45,196.8096538,301.0742406,629.8561631,177.1024945,370.5036254,1893.597738,2150.438798,5.545121977
1,46,195.5666753,301.0742406,629.8561631,177.1024945,370.5036254,1893.597738,2150.438798,5.545121977
1,47,194.3717681,301.0742406,629.8561631,177.1024945,370.5036254,1893.597738,2150.438798,5.545121977
1,48,193.2230523,301.0742406,629.8561631,177.1024945,370.5036254,1893.597738,2150.438798,5.545121977
1,49,192.1187017,301.0742406,629.8561631,177.1024945,370.5036254,1893.597738,2150.438798,5.545121977
1,50,191.0569439,301.0742406,629.8561631,177.1024945,370.5036254,1893.597738,2150.438798,5.545121977
1,51,190.0361675,301.0742406,629.8561631,177.1024945,370.5036254,1893.597738,2150.438798,5.545121977
1,52,189.0547075,301.0742406,629.8561631,177.1024945,370.5036254,1893.597738,2150.438798,5.545121977
1,53,188.1110064,301.0742406,629.8561631,177.1024945,370.5036254,1893.597738,2150.438798,5.545121977
1,54,187.2035601,301.0742406,629.8561631,177.1024945,370.5036254,1893.597738,2150.438798,5.545121977
1,55,186.3309185,301.0742406,629.8561631,177.1024945,370.5036254,1893.597738,2150.438798,5.545121977
1,56,185.4916851,301.0742406,629.8561631,177.1024945,370.5036254,1893.597738,2150.438798,5.545121977
1,57,184.6845708,301.0742406,629.8561631,177.1024945,370.5036254,1893.597738,2150.438798,5.545121977
1,58,183.9082329,301.0742406,629.8561631,177.1024945,370.5036254,1893.597738,2150.438798,5.545121977
1,59,183.1614361,301.0742406,629.8561631,177.1024945,370.5036254,1893.597738,2150.438798,5.545121977
1,60,182.4429986,301.0742406,629.8561631,177.1024945,370.5036254,1893.597738,2150.438798,5.545121977
1,61,181.7518462,301.0742406,629.8561631,177.1024945,370.5036254,1893.597738,2150.438798,5.545121977
1,62,181.0867437,301.0742406,629.8561631,177.1024945,370.5036254,1893.597738,2150.438798,5.545121977
1,63,180.4467241,301.0742406,629.8561631,177.1024945,370.5036254,1893.597738,2150.438798,5.545121977
1,64,179.8308208,301.0742406,629.8561631,177.1024945,370.5036254,1893.597738,2150.438798,5.545121977
1,65,179.2379595,301.0742406,629.8561631,177.1024945,370.5036254,1893.597738,2150.438798,5.545121977
1,66,178.6672271,301.0742406,629.8561631,177.1024945,370.5036254,1893.597738,2150.438798,5.545121977
1,67,178.1178179,301.0742406,629.8561631,177.1024945,370.5036254,1893.597738,2150.438798,5.545121977
1,68,177.5887652,301.0742406,629.8561631,177.1024945,370.5036254,1893.597738,2150.438798,5.545121977
1,69,177.0793169,301.0742406,629.8561631,177.1024945,370.5036254,1893.597738,2150.438798,5.545121977
1,70,176.5886675,301.0742406,629.8561631,177.1024945,370.5036254,1893.597738,2150.438798,5.545121977
1,71,176.116065,301.0742406,629.8561631,177.1024945,370.5036254,1893.597738,2150.438798,5.545121977
1,72,175.6607573,301.0742406,629.8561631,177.1024945,370.5036254,1893.597738,2150.438798,5.545121977
1,73,175.2221001,301.0742406,629.8561631,177.1024945,370.5036254,1893.597738,2150.438798,5.545121977
1,74,174.799395,301.0742406,629.8561631,177.1024945,370.5036254,1893.597738,2150.438798,5.545121977
1,75,174.3919976,301.0742406,629.8561631,177.1024945,370.5036254,1893.597738,2150.438798,5.545121977
1,76,173.9993706,301.0742406,629.8561631,177.1024945,370.5036254,1893.597738,2150.438798,5.545121977
1,77,173.6208159,301.0742406,629.8561631,177.1024945,370.5036254,1893.597738,2150.438798,5.545121977
1,78,173.2558501,301.0742406,629.8561631,177.1024945,370.5036254,1893.597738,2150.438798,5.545121977
1,79,172.9039361,301.0742406,629.8561631,177.1024945,370.5036254,1893.597738,2150.438798,5.545121977
1,80,172.5645366,301.0742406,629.8561631,177.1024945,370.5036254,1893.597738,2150.438798,5.545121977
2,1,375.951547,410.5379518,716.5381215,241.4929128,421.4930127,1808.537535,2115.871272,21.35404504
2,2,364.9966642,410.5379518,716.5381215,241.4929128,421.4930127,1808.537535,2115.871272,21.35404504
2,3,354.0200822,410.5379518,716.5381215,241.4929128,421.4930127,1808.537535,2115.871272,21.35404504
2,4,343.319628,410.5379518,716.5381215,241.4929128,421.4930127,1808.537535,2115.871272,21.35404504
2,5,333.1013907,410.5379518,716.5381215,241.4929128,421.4930127,1808.537535,2115.871272,21.35404504
2,6,323.4876163,410.5379518,716.5381215,241.4929128,421.4930127,1808.537535,2115.871272,21.35404504
2,7,314.5352384,410.5379518,716.5381215,241.4929128,421.4930127,1808.537535,2115.871272,21.35404504
2,8,306.2567179,410.5379518,716.5381215,241.4929128,421.4930127,1808.537535,2115.871272,21.35404504
2,9,298.6374454,410.5379518,716.5381215,241.4929128,421.4930127,1808.537535,2115.871272,21.35404504
2,10,291.6481486,410.5379518,716.5381215,241.4929128,421.4930127,1808.537535,2115.871272,21.35404504
2,11,285.2526798,410.5379518,716.5381215,241.4929128,421.4930127,1808.537535,2115.871272,21.35404504
2,12,279.412421,410.5379518,716.5381215,241.4929128,421.4930127,1808.537535,2115.871272,21.35404504
2,13,274.0887003,410.5379518,716.5381215,241.4929128,421.4930127,1808.537535,2115.871272,21.35404504
2,14,269.2436515,410.5379518,716.5381215,241.4929128,421.4930127,1808.537535,2115.871272,21.35404504
2,15,264.8406437,410.5379518,716.5381215,241.4929128,421.4930127,1808.537535,2115.871272,21.35404504
2,16,260.8445499,410.5379518,716.5381215,241.4929128,421.4930127,1808.537535,2115.871272,21.35404504
2,17,257.2218009,410.5379518,716.5381215,241.4929128,421.4930127,1808.537535,2115.871272,21.35404504
2,18,253.940546,410.5379518,716.5381215,241.4929128,421.4930127,1808.537535,2115.871272,21.35404504
2,19,250.9705997,410.5379518,716.5381215,241.4929128,421.4930127,1808.537535,2115.871272,21.35404504
2,20,248.2837638,410.5379518,716.5381215,241.4929128,421.4930127,1808.537535,2115.871272,21.35404504
2,21,245.8537198,410.5379518,716.5381215,241.4929128,421.4930127,1808.537535,2115.871272,21.35404504
2,22,243.6559757,410.5379518,716.5381215,241.4929128,421.4930127,1808.537535,2115.871272,21.35404504
2,23,241.668295,410.5379518,716.5381215,241.4929128,421.4930127,1808.537535,2115.871272,21.35404504
2,24,239.8699991,410.5379518,716.5381215,241.4929128,421.4930127,1808.537535,2115.871272,21.35404504
2,25,238.2425577,410.5379518,716.5381215,241.4929128,421.4930127,1808.537535,2115.871272,21.35404504
2,26,236.7689445,410.5379518,716.5381215,241.4929128,421.4930127,1808.537535,2115.871272,21.35404504
2,27,235.4339054,410.5379518,716.5381215,241.4929128,421.4930127,1808.537535,2115.871272,21.35404504
2,28,234.2235831,410.5379518,716.5381215,241.4929128,421.4930127,1808.537535,2115.871272,21.35404504
2,29,233.1256779,410.5379518,716.5381215,241.4929128,421.4930127,1808.537535,2115.871272,21.35404504
2,30,232.1289103,410.5379518,716.5381215,241.4929128,421.4930127,1808.537535,2115.871272,21.35404504
2,31,231.2233439,410.5379518,716.5381215,241.4929128,421.4930127,1808.537535,2115.871272,21.35404504
2,32,230.4000626,410.5379518,716.5381215,241.4929128,421.4930127,1808.537535,2115.871272,21.35404504
2,33,229.6509025,410.5379518,716.5381215,241.4929128,421.4930127,1808.537535,2115.871272,21.35404504
2,34,228.9687198,410.5379518,716.5381215,241.4929128,421.4930127,1808.537535,2115.871272,21.35404504
2,35,228.3470695,410.5379518,716.5381215,241.4929128,421.4930127,1808.537535,2115.871272,21.35404504
2,36,227.7801505,410.5379518,716.5381215,241.4929128,421.4930127,1808.537535,2115.871272,21.35404504
2,37,227.262753,410.5379518,716.5381215,241.4929128,421.4930127,1808.537535,2115.871272,21.35404504
2,38,226.7902042,410.5379518,716.5381215,241.4929128,421.4930127,1808.537535,2115.871272,21.35404504
2,39,226.3583146,410.5379518,716.5381215,241.4929128,421.4930127,1808.537535,2115.871272,21.35404504
2,40,225.963378,410.5379518,716.5381215,241.4929128,421.4930127,1808.537535,2115.871272,21.35404504
2,41,225.6019034,410.5379518,716.5381215,241.4929128,421.4930127,1808.537535,2115.871272,21.35404504
2,42,225.2709366,410.5379518,716.5381215,241.4929128,421.4930127,1808.537535,2115.871272,21.35404504
2,43,224.967631,410.5379518,716.5381215,241.4929128,421.4930127,1808.537535,2115.871272,21.35404504
2,44,224.6896232,410.5379518,716.5381215,241.4929128,421.4930127,1808.537535,2115.871272,21.35404504
2,45,224.4345499,410.5379518,716.5381215,241.4929128,421.4930127,1808.537535,2115.871272,21.35404504
2,46,224.2004777,410.5379518,716.5381215,241.4929128,421.4930127,1808.537535,2115.871272,21.35404504
2,47,223.9855265,410.5379518,716.5381215,241.4929128,421.4930127,1808.537535,2115.871272,21.35404504
2,48,223.7880314,410.5379518,716.5381215,241.4929128,421.4930127,1808.537535,2115.871272,21.35404504
2,49,223.6064884,410.5379518,716.5381215,241.4929128,421.4930127,1808.537535,2115.871272,21.35404504
2,50,223.4396085,410.5379518,716.5381215,241.4929128,421.4930127,1808.537535,2115.871272,21.35404504
2,51,223.2860489,410.5379518,716.5381215,241.4929128,421.4930127,1808.537535,2115.871272,21.35404504
2,52,223.1447355,410.5379518,716.5381215,241.4929128,421.4930127,1808.537535,2115.871272,21.35404504
2,53,223.0145939,410.5379518,716.5381215,241.4929128,421.4930127,1808.537535,2115.871272,21.35404504
2,54,222.8947648,410.5379518,716.5381215,241.4929128,421.4930127,1808.537535,2115.871272,21.35404504
2,55,222.7843888,410.5379518,716.5381215,241.4929128,421.4930127,1808.537535,2115.871272,21.35404504
2,56,222.6826603,410.5379518,716.5381215,241.4929128,421.4930127,1808.537535,2115.871272,21.35404504
2,57,222.5888273,410.5379518,716.5381215,241.4929128,421.4930127,1808.537535,2115.871272,21.35404504
2,58,222.5023527,410.5379518,716.5381215,241.4929128,421.4930127,1808.537535,2115.871272,21.35404504
2,59,222.4225382,410.5379518,716.5381215,241.4929128,421.4930127,1808.537535,2115.871272,21.35404504
2,60,222.3489005,410.5379518,716.5381215,241.4929128,421.4930127,1808.537535,2115.871272,21.35404504
2,61,222.2809562,410.5379518,716.5381215,241.4929128,421.4930127,1808.537535,2115.871272,21.35404504
2,62,222.2182218,410.5379518,716.5381215,241.4929128,421.4930127,1808.537535,2115.871272,21.35404504
2,63,222.1603214,410.5379518,716.5381215,241.4929128,421.4930127,1808.537535,2115.871272,21.35404504
2,64,222.1068253,410.5379518,716.5381215,241.4929128,421.4930127,1808.537535,2115.871272,21.35404504
2,65,222.0574113,410.5379518,716.5381215,241.4929128,421.4930127,1808.537535,2115.871272,21.35404504
2,66,222.011757,410.5379518,716.5381215,241.4929128,421.4930127,1808.537535,2115.871272,21.35404504
2,67,221.9695939,410.5379518,716.5381215,241.4929128,421.4930127,1808.537535,2115.871272,21.35404504
2,68,221.9305997,410.5379518,716.5381215,241.4929128,421.4930127,1808.537535,2115.871272,21.35404504
2,69,221.8945597,410.5379518,716.5381215,241.4929128,421.4930127,1808.537535,2115.871272,21.35404504
2,70,221.8612589,410.5379518,716.5381215,241.4929128,421.4930127,1808.537535,2115.871272,21.35404504
2,71,221.8304288,410.5379518,716.5381215,241.4929128,421.4930127,1808.537535,2115.871272,21.35404504
2,72,221.801962,410.5379518,716.5381215,241.4929128,421.4930127,1808.537535,2115.871272,21.35404504
2,73,221.7756437,410.5379518,716.5381215,241.4929128,421.4930127,1808.537535,2115.871272,21.35404504
2,74,221.7512589,410.5379518,716.5381215,241.4929128,421.4930127,1808.537535,2115.871272,21.35404504
2,75,221.7287003,410.5379518,716.5381215,241.4929128,421.4930127,1808.537535,2115.871272,21.35404504
2,76,221.7078605,410.5379518,716.5381215,241.4929128,421.4930127,1808.537535,2115.871272,21.35404504
2,77,221.6885782,410.5379518,716.5381215,241.4929128,421.4930127,1808.537535,2115.871272,21.35404504
2,78,221.6706925,410.5379518,716.5381215,241.4929128,421.4930127,1808.537535,2115.871272,21.35404504
2,79,221.6542032,410.5379518,716.5381215,241.4929128,421.4930127,1808.537535,2115.871272,21.35404504
2,80,221.6388956,410.5379518,716.5381215,241.4929128,421.4930127,1808.537535,2115.871272,21.35404504
3,1,423.9444707,388.8935292,793.3939117,228.7608995,466.702301,1892.498937,1900.19646,5.35322739
3,2,419.8136162,388.8935292,793.3939117,228.7608995,466.702301,1892.498937,1900.19646,5.35322739
3,3,415.5888213,388.8935292,793.3939117,228.7608995,466.702301,1892.498937,1900.19646,5.35322739
3,4,411.2875957,388.8935292,793.3939117,228.7608995,466.702301,1892.498937,1900.19646,5.35322739
3,5,406.927127,388.8935292,793.3939117,228.7608995,466.702301,1892.498937,1900.19646,5.35322739
3,6,402.5244414,388.8935292,793.3939117,228.7608995,466.702301,1892.498937,1900.19646,5.35322739
3,7,398.0956523,388.8935292,793.3939117,228.7608995,466.702301,1892.498937,1900.19646,5.35322739
3,8,393.6562822,388.8935292,793.3939117,228.7608995,466.702301,1892.498937,1900.19646,5.35322739
3,9,389.220833,388.8935292,793.3939117,228.7608995,466.702301,1892.498937,1900.19646,5.35322739
3,10,384.802625,388.8935292,793.3939117,228.7608995,466.702301,1892.498937,1900.19646,5.35322739
3,11,380.4140117,388.8935292,793.3939117,228.7608995,466.702301,1892.498937,1900.19646,5.35322739
3,12,376.0659502,388.8935292,793.3939117,228.7608995,466.702301,1892.498937,1900.19646,5.35322739
3,13,371.7682158,388.8935292,793.3939117,228.7608995,466.702301,1892.498937,1900.19646,5.35322739
3,14,367.5294023,388.8935292,793.3939117,228.7608995,466.702301,1892.498937,1900.19646,5.35322739
3,15,363.3569219,388.8935292,793.3939117,228.7608995,466.702301,1892.498937,1900.19646,5.35322739
3,16,359.2568438,388.8935292,793.3939117,228.7608995,466.702301,1892.498937,1900.19646,5.35322739
3,17,355.2344316,388.8935292,793.3939117,228.7608995,466.702301,1892.498937,1900.19646,5.35322739
3,18,351.2936602,388.8935292,793.3939117,228.7608995,466.702301,1892.498937,1900.19646,5.35322739
3,19,347.437752,388.8935292,793.3939117,228.7608995,466.702301,1892.498937,1900.19646,5.35322739
3,20,343.6690703,388.8935292,793.3939117,228.7608995,466.702301,1892.498937,1900.19646,5.35322739
3,21,339.9892266,388.8935292,793.3939117,228.7608995,466.702301,1892.498937,1900.19646,5.35322739
3,22,336.3990801,388.8935292,793.3939117,228.7608995,466.702301,1892.498937,1900.19646,5.35322739
3,23,332.8991143,388.8935292,793.3939117,228.7608995,466.702301,1892.498937,1900.19646,5.35322739
3,24,329.4891143,388.8935292,793.3939117,228.7608995,466.702301,1892.498937,1900.19646,5.35322739
3,25,326.168543,388.8935292,793.3939117,228.7608995,466.702301,1892.498937,1900.19646,5.35322739
3,26,322.9365947,388.8935292,793.3939117,228.7608995,466.702301,1892.498937,1900.19646,5.35322739
3,27,319.7920879,388.8935292,793.3939117,228.7608995,466.702301,1892.498937,1900.19646,5.35322739
3,28,316.7335723,388.8935292,793.3939117,228.7608995,466.702301,1892.498937,1900.19646,5.35322739
3,29,313.759544,388.8935292,793.3939117,228.7608995,466.702301,1892.498937,1900.19646,5.35322739
3,30,310.8682305,388.8935292,793.3939117,228.7608995,466.702301,1892.498937,1900.19646,5.35322739
3,31,308.0578057,388.8935292,793.3939117,228.7608995,466.702301,1892.498937,1900.19646,5.35322739
3,32,305.3264434,388.8935292,793.3939117,228.7608995,466.702301,1892.498937,1900.19646,5.35322739
3,33,302.6721563,388.8935292,793.3939117,228.7608995,466.702301,1892.498937,1900.19646,5.35322739
3,34,300.0930107,388.8935292,793.3939117,228.7608995,466.702301,1892.498937,1900.19646,5.35322739
3,35,297.5870195,388.8935292,793.3939117,228.7608995,466.702301,1892.498937,1900.19646,5.35322739
3,36,295.152249,388.8935292,793.3939117,228.7608995,466.702301,1892.498937,1900.19646,5.35322739
3,37,292.7867119,388.8935292,793.3939117,228.7608995,466.702301,1892.498937,1900.19646,5.35322739
3,38,290.4885283,388.8935292,793.3939117,228.7608995,466.702301,1892.498937,1900.19646,5.35322739
3,39,288.2558184,388.8935292,793.3939117,228.7608995,466.702301,1892.498937,1900.19646,5.35322739
3,40,286.0867022,388.8935292,793.3939117,228.7608995,466.702301,1892.498937,1900.19646,5.35322739
3,41,283.9794609,388.8935292,793.3939117,228.7608995,466.702301,1892.498937,1900.19646,5.35322739
3,42,281.9322686,388.8935292,793.3939117,228.7608995,466.702301,1892.498937,1900.19646,5.35322739
3,43,279.94346,388.8935292,793.3939117,228.7608995,466.702301,1892.498937,1900.19646,5.35322739
3,44,278.0113701,388.8935292,793.3939117,228.7608995,466.702301,1892.498937,1900.19646,5.35322739
3,45,276.1343877,388.8935292,793.3939117,228.7608995,466.702301,1892.498937,1900.19646,5.35322739
3,46,274.3109551,388.8935292,793.3939117,228.7608995,466.702301,1892.498937,1900.19646,5.35322739
3,47,272.5395147,388.8935292,793.3939117,228.7608995,466.702301,1892.498937,1900.19646,5.35322739
3,48,270.8186162,388.8935292,793.3939117,228.7608995,466.702301,1892.498937,1900.19646,5.35322739
3,49,269.1468633,388.8935292,793.3939117,228.7608995,466.702301,1892.498937,1900.19646,5.35322739
3,50,267.5228594,388.8935292,793.3939117,228.7608995,466.702301,1892.498937,1900.19646,5.35322739
3,51,265.945208,388.8935292,793.3939117,228.7608995,466.702301,1892.498937,1900.19646,5.35322739
3,52,264.4126201,388.8935292,793.3939117,228.7608995,466.702301,1892.498937,1900.19646,5.35322739
3,53,262.9238066,388.8935292,793.3939117,228.7608995,466.702301,1892.498937,1900.19646,5.35322739
3,54,261.4775859,388.8935292,793.3939117,228.7608995,466.702301,1892.498937,1900.19646,5.35322739
3,55,260.0727227,388.8935292,793.3939117,228.7608995,466.702301,1892.498937,1900.19646,5.35322739
3,56,258.7080352,388.8935292,793.3939117,228.7608995,466.702301,1892.498937,1900.19646,5.35322739
3,57,257.3823955,388.8935292,793.3939117,228.7608995,466.702301,1892.498937,1900.19646,5.35322739
3,58,256.0946758,388.8935292,793.3939117,228.7608995,466.702301,1892.498937,1900.19646,5.35322739
3,59,254.8438555,388.8935292,793.3939117,228.7608995,466.702301,1892.498937,1900.19646,5.35322739
3,60,253.6288066,388.8935292,793.3939117,228.7608995,466.702301,1892.498937,1900.19646,5.35322739
3,61,252.4486162,388.8935292,793.3939117,228.7608995,466.702301,1892.498937,1900.19646,5.35322739
3,62,251.3021563,388.8935292,793.3939117,228.7608995,466.702301,1892.498937,1900.19646,5.35322739
3,63,250.1885674,388.8935292,793.3939117,228.7608995,466.702301,1892.498937,1900.19646,5.35322739
3,64,249.1068291,388.8935292,793.3939117,228.7608995,466.702301,1892.498937,1900.19646,5.35322739
3,65,248.056082,388.8935292,793.3939117,228.7608995,466.702301,1892.498937,1900.19646,5.35322739
3,66,247.0354131,388.8935292,793.3939117,228.7608995,466.702301,1892.498937,1900.19646,5.35322739
3,67,246.0439629,388.8935292,793.3939117,228.7608995,466.702301,1892.498937,1900.19646,5.35322739
3,68,245.0808721,388.8935292,793.3939117,228.7608995,466.702301,1892.498937,1900.19646,5.35322739
3,69,244.1452813,388.8935292,793.3939117,228.7608995,466.702301,1892.498937,1900.19646,5.35322739
3,70,243.2364385,388.8935292,793.3939117,228.7608995,466.702301,1892.498937,1900.19646,5.35322739
3,71,242.3535381,388.8935292,793.3939117,228.7608995,466.702301,1892.498937,1900.19646,5.35322739
3,72,241.4958281,388.8935292,793.3939117,228.7608995,466.702301,1892.498937,1900.19646,5.35322739
3,73,240.6625566,388.8935292,793.3939117,228.7608995,466.702301,1892.498937,1900.19646,5.35322739
3,74,239.8530254,388.8935292,793.3939117,228.7608995,466.702301,1892.498937,1900.19646,5.35322739
3,75,239.0664824,388.8935292,793.3939117,228.7608995,466.702301,1892.498937,1900.19646,5.35322739
3,76,238.3023369,388.8935292,793.3939117,228.7608995,466.702301,1892.498937,1900.19646,5.35322739
3,77,237.5598369,388.8935292,793.3939117,228.7608995,466.702301,1892.498937,1900.19646,5.35322739
3,78,236.8383916,388.8935292,793.3939117,228.7608995,466.702301,1892.498937,1900.19646,5.35322739
3,79,236.1373565,388.8935292,793.3939117,228.7608995,466.702301,1892.498937,1900.19646,5.35322739
3,80,235.4560869,388.8935292,793.3939117,228.7608995,466.702301,1892.498937,1900.19646,5.35322739
4,1,291.0406307,306.3691765,551.367555,180.2171626,324.3338559,1710.772954,2058.805685,11.83348708
4,2,284.4168905,306.3691765,551.367555,180.2171626,324.3338559,1710.772954,2058.805685,11.83348708
4,3,277.6890048,306.3691765,551.367555,180.2171626,324.3338559,1710.772954,2058.805685,11.83348708
4,4,270.9868466,306.3691765,551.367555,180.2171626,324.3338559,1710.772954,2058.805685,11.83348708
4,5,264.416495,306.3691765,551.367555,180.2171626,324.3338559,1710.772954,2058.805685,11.83348708
4,6,258.0576571,306.3691765,551.367555,180.2171626,324.3338559,1710.772954,2058.805685,11.83348708
4,7,251.9651718,306.3691765,551.367555,180.2171626,324.3338559,1710.772954,2058.805685,11.83348708
4,8,246.1725009,306.3691765,551.367555,180.2171626,324.3338559,1710.772954,2058.805685,11.83348708
4,9,240.6962948,306.3691765,551.367555,180.2171626,324.3338559,1710.772954,2058.805685,11.83348708
4,10,235.5407968,306.3691765,551.367555,180.2171626,324.3338559,1710.772954,2058.805685,11.83348708
4,11,230.701871,306.3691765,551.367555,180.2171626,324.3338559,1710.772954,2058.805685,11.83348708
4,12,226.1700106,306.3691765,551.367555,180.2171626,324.3338559,1710.772954,2058.805685,11.83348708
4,13,221.9326473,306.3691765,551.367555,180.2171626,324.3338559,1710.772954,2058.805685,11.83348708
4,14,217.9756552,306.3691765,551.367555,180.2171626,324.3338559,1710.772954,2058.805685,11.83348708
4,15,214.2842636,306.3691765,551.367555,180.2171626,324.3338559,1710.772954,2058.805685,11.83348708
4,16,210.8438095,306.3691765,551.367555,180.2171626,324.3338559,1710.772954,2058.805685,11.83348708
4,17,207.6397909,306.3691765,551.367555,180.2171626,324.3338559,1710.772954,2058.805685,11.83348708
4,18,204.6581893,306.3691765,551.367555,180.2171626,324.3338559,1710.772954,2058.805685,11.83348708
4,19,201.885577,306.3691765,551.367555,180.2171626,324.3338559,1710.772954,2058.805685,11.83348708
4,20,199.3089559,306.3691765,551.367555,180.2171626,324.3338559,1710.772954,2058.805685,11.83348708
4,21,196.9158651,306.3691765,551.367555,180.2171626,324.3338559,1710.772954,2058.805685,11.83348708
4,22,194.6944882,306.3691765,551.367555,180.2171626,324.3338559,1710.772954,2058.805685,11.83348708
4,23,192.6333847,306.3691765,551.367555,180.2171626,324.3338559,1710.772954,2058.805685,11.83348708
4,24,190.721705,306.3691765,551.367555,180.2171626,324.3338559,1710.772954,2058.805685,11.83348708
4,25,188.9491903,306.3691765,551.367555,180.2171626,324.3338559,1710.772954,2058.805685,11.83348708
4,26,187.3060116,306.3691765,551.367555,180.2171626,324.3338559,1710.772954,2058.805685,11.83348708
4,27,185.7829843,306.3691765,551.367555,180.2171626,324.3338559,1710.772954,2058.805685,11.83348708
4,28,184.3712997,306.3691765,551.367555,180.2171626,324.3338559,1710.772954,2058.805685,11.83348708
4,29,183.0628475,306.3691765,551.367555,180.2171626,324.3338559,1710.772954,2058.805685,11.83348708
4,30,181.8499472,306.3691765,551.367555,180.2171626,324.3338559,1710.772954,2058.805685,11.83348708
